2019-04-02 09:03:47,992 p=7562 u=student |  ERROR! Incorrect options passed
2019-04-04 08:05:51,817 p=5504 u=student |  fatal: [utility.lab.example.com]: FAILED! => {"changed": true, "cmd": ["ipa-server-install", "--domain=lab.example.io", "--realm=LAB.EXAMPLE.IO", "--ds-password=einstein", "--admin-password=redhat321", "--hostname=utility.lab.example.io", "--ip-address=172.25.250.8", "--no-ntp", "--setup-dns", "--reverse-zone=250.25.172.in-addr.arpa", "--no-forwarders", "--mkhomedir", "--unattended"], "delta": "0:00:01.429594", "end": "2019-04-04 12:05:51.724812", "msg": "non-zero return code", "rc": 1, "start": "2019-04-04 12:05:50.295218", "stderr": "ipapython.admintool: ERROR    The host name utility.lab.example.io does not match the primary host name utility.lab.example.com. Please check /etc/hosts or DNS name resolution\nipapython.admintool: ERROR    The ipa-server-install command failed. See /var/log/ipaserver-install.log for more information", "stderr_lines": ["ipapython.admintool: ERROR    The host name utility.lab.example.io does not match the primary host name utility.lab.example.com. Please check /etc/hosts or DNS name resolution", "ipapython.admintool: ERROR    The ipa-server-install command failed. See /var/log/ipaserver-install.log for more information"], "stdout": "Checking DNS domain lab.example.io, please wait ...\n\nThe log file for this installation can be found in /var/log/ipaserver-install.log\n==============================================================================\nThis program will set up the IPA Server.\n\nThis includes:\n  * Configure a stand-alone CA (dogtag) for certificate management\n  * Create and configure an instance of Directory Server\n  * Create and configure a Kerberos Key Distribution Center (KDC)\n  * Configure Apache (httpd)\n  * Configure DNS (bind)\n  * Configure the KDC to enable PKINIT\n\nExcluded by options:\n  * Configure the Network Time Daemon (ntpd)", "stdout_lines": ["Checking DNS domain lab.example.io, please wait ...", "", "The log file for this installation can be found in /var/log/ipaserver-install.log", "==============================================================================", "This program will set up the IPA Server.", "", "This includes:", "  * Configure a stand-alone CA (dogtag) for certificate management", "  * Create and configure an instance of Directory Server", "  * Create and configure a Kerberos Key Distribution Center (KDC)", "  * Configure Apache (httpd)", "  * Configure DNS (bind)", "  * Configure the KDC to enable PKINIT", "", "Excluded by options:", "  * Configure the Network Time Daemon (ntpd)"]}
2019-04-04 08:05:51,821 p=5504 u=student |  PLAY RECAP *****************************************************************************************************
2019-04-04 08:05:51,821 p=5504 u=student |  utility.lab.example.com    : ok=8    changed=1    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2019-04-04 08:05:51,822 p=5504 u=student |  Thursday 04 April 2019  08:05:51 -0400 (0:00:02.226)       0:00:20.736 ******** 
2019-04-04 08:05:51,822 p=5504 u=student |  =============================================================================== 
2019-04-04 08:05:51,822 p=5504 u=student |  FreeIPA server packages installed ----------------------------------------------------------------------- 6.48s
2019-04-04 08:05:51,822 p=5504 u=student |  Enable firewall services for FreeIPA in public zone ----------------------------------------------------- 3.85s
2019-04-04 08:05:51,823 p=5504 u=student |  Gathering Facts ----------------------------------------------------------------------------------------- 2.64s
2019-04-04 08:05:51,823 p=5504 u=student |  Set up FreeIPA server (Takes ~10 minutes according to profile_tasks) ------------------------------------ 2.23s
2019-04-04 08:05:51,823 p=5504 u=student |  firewalld is enabled and started ------------------------------------------------------------------------ 1.53s
2019-04-04 08:05:51,823 p=5504 u=student |  Remove the current FreeIPA server ----------------------------------------------------------------------- 1.11s
2019-04-04 08:05:51,823 p=5504 u=student |  /etc/hosts 127.0.0.1 should not resolve to FQDN --------------------------------------------------------- 1.10s
2019-04-04 08:05:51,824 p=5504 u=student |  rngd service running to avoid install blocking on entropy issues ---------------------------------------- 0.97s
2019-04-04 08:05:51,824 p=5504 u=student |  FQDN resolves to default IPv4 address in /etc/hosts ----------------------------------------------------- 0.76s
2019-04-04 08:07:26,914 p=5661 u=student |  PLAY [utility.lab.example.com] *********************************************************************************
2019-04-04 08:07:26,930 p=5661 u=student |  TASK [Gathering Facts] *****************************************************************************************
2019-04-04 08:07:26,931 p=5661 u=student |  Thursday 04 April 2019  08:07:26 -0400 (0:00:00.077)       0:00:00.077 ******** 
2019-04-04 08:07:30,348 p=5661 u=student |  ok: [utility.lab.example.com]
2019-04-04 08:07:30,382 p=5661 u=student |  TASK [firewalld is enabled and started] ************************************************************************
2019-04-04 08:07:30,383 p=5661 u=student |  Thursday 04 April 2019  08:07:30 -0400 (0:00:03.451)       0:00:03.529 ******** 
2019-04-04 08:07:32,688 p=5661 u=student |  ok: [utility.lab.example.com]
2019-04-04 08:07:32,764 p=5661 u=student |  TASK [Enable firewall services for FreeIPA in public zone] *****************************************************
2019-04-04 08:07:32,765 p=5661 u=student |  Thursday 04 April 2019  08:07:32 -0400 (0:00:02.382)       0:00:05.912 ******** 
2019-04-04 08:07:34,579 p=5661 u=student |  ok: [utility.lab.example.com] => (item=freeipa-ldap)
2019-04-04 08:07:35,872 p=5661 u=student |  ok: [utility.lab.example.com] => (item=freeipa-ldaps)
2019-04-04 08:07:36,977 p=5661 u=student |  ok: [utility.lab.example.com] => (item=dns)
2019-04-04 08:07:37,011 p=5661 u=student |  TASK [/etc/hosts 127.0.0.1 should not resolve to FQDN] *********************************************************
2019-04-04 08:07:37,011 p=5661 u=student |  Thursday 04 April 2019  08:07:37 -0400 (0:00:04.246)       0:00:10.158 ******** 
2019-04-04 08:07:37,967 p=5661 u=student |  ok: [utility.lab.example.com]
2019-04-04 08:07:37,997 p=5661 u=student |  TASK [FQDN resolves to default IPv4 address in /etc/hosts] *****************************************************
2019-04-04 08:07:37,997 p=5661 u=student |  Thursday 04 April 2019  08:07:37 -0400 (0:00:00.985)       0:00:11.144 ******** 
2019-04-04 08:07:38,728 p=5661 u=student |  ok: [utility.lab.example.com]
2019-04-04 08:07:38,759 p=5661 u=student |  TASK [FreeIPA server packages installed] ***********************************************************************
2019-04-04 08:07:38,760 p=5661 u=student |  Thursday 04 April 2019  08:07:38 -0400 (0:00:00.762)       0:00:11.906 ******** 
2019-04-04 08:07:45,549 p=5661 u=student |  ok: [utility.lab.example.com] => (item=ipa-server)
2019-04-04 08:07:47,497 p=5661 u=student |  ok: [utility.lab.example.com] => (item=ipa-server-dns)
2019-04-04 08:07:49,407 p=5661 u=student |  ok: [utility.lab.example.com] => (item=rng-tools)
2019-04-04 08:07:49,479 p=5661 u=student |  TASK [rngd service running to avoid install blocking on entropy issues] ****************************************
2019-04-04 08:07:49,480 p=5661 u=student |  Thursday 04 April 2019  08:07:49 -0400 (0:00:10.719)       0:00:22.626 ******** 
2019-04-04 08:07:50,558 p=5661 u=student |  ok: [utility.lab.example.com]
2019-04-04 08:07:50,603 p=5661 u=student |  TASK [Remove the current FreeIPA server] ***********************************************************************
2019-04-04 08:07:50,604 p=5661 u=student |  Thursday 04 April 2019  08:07:50 -0400 (0:00:01.123)       0:00:23.750 ******** 
2019-04-04 08:07:51,705 p=5661 u=student |  changed: [utility.lab.example.com]
2019-04-04 08:07:51,735 p=5661 u=student |  TASK [Set up FreeIPA server (Takes ~10 minutes according to profile_tasks)] ************************************
2019-04-04 08:07:51,736 p=5661 u=student |  Thursday 04 April 2019  08:07:51 -0400 (0:00:01.132)       0:00:24.882 ******** 
2019-04-04 08:07:54,510 p=5661 u=student |  fatal: [utility.lab.example.com]: FAILED! => {"changed": true, "cmd": ["ipa-server-install", "--domain=lab.example.io", "--realm=LAB.EXAMPLE.IO", "--ds-password=einstein", "--admin-password=redhat321", "--hostname=utility.lab.example.io", "--ip-address=172.25.250.8", "--no-ntp", "--setup-dns", "--reverse-zone=250.25.172.in-addr.arpa", "--no-forwarders", "--mkhomedir", "--unattended"], "delta": "0:00:01.928184", "end": "2019-04-04 12:07:54.365426", "msg": "non-zero return code", "rc": 1, "start": "2019-04-04 12:07:52.437242", "stderr": "ipapython.admintool: ERROR    The host name utility.lab.example.io does not match the primary host name utility.lab.example.com. Please check /etc/hosts or DNS name resolution\nipapython.admintool: ERROR    The ipa-server-install command failed. See /var/log/ipaserver-install.log for more information", "stderr_lines": ["ipapython.admintool: ERROR    The host name utility.lab.example.io does not match the primary host name utility.lab.example.com. Please check /etc/hosts or DNS name resolution", "ipapython.admintool: ERROR    The ipa-server-install command failed. See /var/log/ipaserver-install.log for more information"], "stdout": "Checking DNS domain lab.example.io, please wait ...\n\nThe log file for this installation can be found in /var/log/ipaserver-install.log\n==============================================================================\nThis program will set up the IPA Server.\n\nThis includes:\n  * Configure a stand-alone CA (dogtag) for certificate management\n  * Create and configure an instance of Directory Server\n  * Create and configure a Kerberos Key Distribution Center (KDC)\n  * Configure Apache (httpd)\n  * Configure DNS (bind)\n  * Configure the KDC to enable PKINIT\n\nExcluded by options:\n  * Configure the Network Time Daemon (ntpd)", "stdout_lines": ["Checking DNS domain lab.example.io, please wait ...", "", "The log file for this installation can be found in /var/log/ipaserver-install.log", "==============================================================================", "This program will set up the IPA Server.", "", "This includes:", "  * Configure a stand-alone CA (dogtag) for certificate management", "  * Create and configure an instance of Directory Server", "  * Create and configure a Kerberos Key Distribution Center (KDC)", "  * Configure Apache (httpd)", "  * Configure DNS (bind)", "  * Configure the KDC to enable PKINIT", "", "Excluded by options:", "  * Configure the Network Time Daemon (ntpd)"]}
2019-04-04 08:07:54,514 p=5661 u=student |  PLAY RECAP *****************************************************************************************************
2019-04-04 08:07:54,514 p=5661 u=student |  utility.lab.example.com    : ok=8    changed=1    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2019-04-04 08:07:54,515 p=5661 u=student |  Thursday 04 April 2019  08:07:54 -0400 (0:00:02.779)       0:00:27.662 ******** 
2019-04-04 08:07:54,515 p=5661 u=student |  =============================================================================== 
2019-04-04 08:07:54,516 p=5661 u=student |  FreeIPA server packages installed ---------------------------------------------------------------------- 10.72s
2019-04-04 08:07:54,516 p=5661 u=student |  Enable firewall services for FreeIPA in public zone ----------------------------------------------------- 4.25s
2019-04-04 08:07:54,516 p=5661 u=student |  Gathering Facts ----------------------------------------------------------------------------------------- 3.45s
2019-04-04 08:07:54,517 p=5661 u=student |  Set up FreeIPA server (Takes ~10 minutes according to profile_tasks) ------------------------------------ 2.78s
2019-04-04 08:07:54,517 p=5661 u=student |  firewalld is enabled and started ------------------------------------------------------------------------ 2.38s
2019-04-04 08:07:54,517 p=5661 u=student |  Remove the current FreeIPA server ----------------------------------------------------------------------- 1.13s
2019-04-04 08:07:54,517 p=5661 u=student |  rngd service running to avoid install blocking on entropy issues ---------------------------------------- 1.12s
2019-04-04 08:07:54,518 p=5661 u=student |  /etc/hosts 127.0.0.1 should not resolve to FQDN --------------------------------------------------------- 0.99s
